/home/pbqv20/anaconda3/envs/arcface/lib/python3.9/site-packages/torch/utils/_contextlib.py:125: UserWarning: Decorating classes is deprecated and will be disabled in future versions. You should only decorate functions or methods. To preserve the current behavior of class decoration, you can directly decorate the `__init__` method and nothing else.
Training: 2024-03-21 13:38:58,836-Speed 131.88 samples/sec   Loss 23.5262   LearningRate 0.013958   Epoch: 6   Global Step: 61360   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:39:08,082-Speed 138.44 samples/sec   Loss 23.3350   LearningRate 0.013957   Epoch: 6   Global Step: 61370   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:39:17,178-Speed 140.73 samples/sec   Loss 23.4518   LearningRate 0.013956   Epoch: 6   Global Step: 61380   Fp16 Grad Scale: 131072   Required: 41 hours
Training: 2024-03-21 13:39:26,500-Speed 137.32 samples/sec   Loss 23.5501   LearningRate 0.013955   Epoch: 6   Global Step: 61390   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:39:35,911-Speed 136.02 samples/sec   Loss 23.2815   LearningRate 0.013954   Epoch: 6   Global Step: 61400   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:39:44,942-Speed 141.74 samples/sec   Loss 23.4515   LearningRate 0.013953   Epoch: 6   Global Step: 61410   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:39:54,136-Speed 139.23 samples/sec   Loss 23.4247   LearningRate 0.013952   Epoch: 6   Global Step: 61420   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:40:03,604-Speed 135.20 samples/sec   Loss 23.7878   LearningRate 0.013951   Epoch: 6   Global Step: 61430   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:40:12,938-Speed 137.15 samples/sec   Loss 23.3161   LearningRate 0.013950   Epoch: 6   Global Step: 61440   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:40:22,895-Speed 128.56 samples/sec   Loss 23.5594   LearningRate 0.013949   Epoch: 6   Global Step: 61450   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:40:32,521-Speed 133.00 samples/sec   Loss 23.4457   LearningRate 0.013948   Epoch: 6   Global Step: 61460   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:40:41,963-Speed 135.56 samples/sec   Loss 23.0715   LearningRate 0.013947   Epoch: 6   Global Step: 61470   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:40:51,441-Speed 135.10 samples/sec   Loss 23.3743   LearningRate 0.013946   Epoch: 6   Global Step: 61480   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:41:00,811-Speed 136.65 samples/sec   Loss 23.6903   LearningRate 0.013945   Epoch: 6   Global Step: 61490   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:41:10,068-Speed 138.28 samples/sec   Loss 23.4968   LearningRate 0.013944   Epoch: 6   Global Step: 61500   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:41:19,443-Speed 136.54 samples/sec   Loss 23.2107   LearningRate 0.013943   Epoch: 6   Global Step: 61510   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:41:28,822-Speed 136.48 samples/sec   Loss 23.3755   LearningRate 0.013942   Epoch: 6   Global Step: 61520   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:41:38,182-Speed 136.76 samples/sec   Loss 23.3931   LearningRate 0.013942   Epoch: 6   Global Step: 61530   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:41:47,142-Speed 142.88 samples/sec   Loss 23.8039   LearningRate 0.013941   Epoch: 6   Global Step: 61540   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:41:56,305-Speed 139.70 samples/sec   Loss 23.5463   LearningRate 0.013940   Epoch: 6   Global Step: 61550   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:42:05,541-Speed 138.59 samples/sec   Loss 23.1070   LearningRate 0.013939   Epoch: 6   Global Step: 61560   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:42:14,658-Speed 140.41 samples/sec   Loss 23.4569   LearningRate 0.013938   Epoch: 6   Global Step: 61570   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:42:24,080-Speed 135.89 samples/sec   Loss 22.8468   LearningRate 0.013937   Epoch: 6   Global Step: 61580   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:42:33,546-Speed 135.26 samples/sec   Loss 23.7331   LearningRate 0.013936   Epoch: 6   Global Step: 61590   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:42:42,646-Speed 140.67 samples/sec   Loss 23.2909   LearningRate 0.013935   Epoch: 6   Global Step: 61600   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:42:51,453-Speed 145.36 samples/sec   Loss 23.6018   LearningRate 0.013934   Epoch: 6   Global Step: 61610   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:43:00,641-Speed 139.32 samples/sec   Loss 24.0782   LearningRate 0.013933   Epoch: 6   Global Step: 61620   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:43:10,084-Speed 135.56 samples/sec   Loss 23.6643   LearningRate 0.013932   Epoch: 6   Global Step: 61630   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:43:19,046-Speed 142.83 samples/sec   Loss 23.2281   LearningRate 0.013931   Epoch: 6   Global Step: 61640   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:43:28,299-Speed 138.34 samples/sec   Loss 23.5285   LearningRate 0.013930   Epoch: 6   Global Step: 61650   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:43:37,548-Speed 138.40 samples/sec   Loss 23.4990   LearningRate 0.013929   Epoch: 6   Global Step: 61660   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:43:46,587-Speed 141.62 samples/sec   Loss 23.7819   LearningRate 0.013928   Epoch: 6   Global Step: 61670   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:43:55,745-Speed 139.78 samples/sec   Loss 23.7024   LearningRate 0.013927   Epoch: 6   Global Step: 61680   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:44:04,731-Speed 142.47 samples/sec   Loss 23.2033   LearningRate 0.013926   Epoch: 6   Global Step: 61690   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:44:13,934-Speed 139.09 samples/sec   Loss 23.3777   LearningRate 0.013925   Epoch: 6   Global Step: 61700   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:44:23,271-Speed 137.09 samples/sec   Loss 23.5806   LearningRate 0.013924   Epoch: 6   Global Step: 61710   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:44:32,561-Speed 137.80 samples/sec   Loss 23.5136   LearningRate 0.013923   Epoch: 6   Global Step: 61720   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:44:41,876-Speed 137.42 samples/sec   Loss 24.0905   LearningRate 0.013922   Epoch: 6   Global Step: 61730   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:44:50,838-Speed 142.83 samples/sec   Loss 23.2085   LearningRate 0.013921   Epoch: 6   Global Step: 61740   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:45:00,188-Speed 136.90 samples/sec   Loss 24.0560   LearningRate 0.013920   Epoch: 6   Global Step: 61750   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:45:09,471-Speed 137.89 samples/sec   Loss 23.2907   LearningRate 0.013919   Epoch: 6   Global Step: 61760   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:45:18,776-Speed 137.58 samples/sec   Loss 23.3092   LearningRate 0.013918   Epoch: 6   Global Step: 61770   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:45:28,136-Speed 136.75 samples/sec   Loss 23.7166   LearningRate 0.013917   Epoch: 6   Global Step: 61780   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:45:37,218-Speed 140.95 samples/sec   Loss 24.6901   LearningRate 0.013916   Epoch: 6   Global Step: 61790   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:45:46,631-Speed 135.99 samples/sec   Loss 23.6371   LearningRate 0.013915   Epoch: 6   Global Step: 61800   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:45:55,632-Speed 142.22 samples/sec   Loss 23.5174   LearningRate 0.013914   Epoch: 6   Global Step: 61810   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:46:04,944-Speed 137.47 samples/sec   Loss 23.9477   LearningRate 0.013913   Epoch: 6   Global Step: 61820   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:46:14,137-Speed 139.28 samples/sec   Loss 23.2389   LearningRate 0.013912   Epoch: 6   Global Step: 61830   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:46:23,320-Speed 139.40 samples/sec   Loss 23.7051   LearningRate 0.013911   Epoch: 6   Global Step: 61840   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:46:32,748-Speed 135.77 samples/sec   Loss 23.9796   LearningRate 0.013910   Epoch: 6   Global Step: 61850   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:46:41,786-Speed 141.64 samples/sec   Loss 23.5592   LearningRate 0.013909   Epoch: 6   Global Step: 61860   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:46:50,890-Speed 140.61 samples/sec   Loss 23.4111   LearningRate 0.013908   Epoch: 6   Global Step: 61870   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:47:00,043-Speed 139.85 samples/sec   Loss 22.9785   LearningRate 0.013907   Epoch: 6   Global Step: 61880   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:47:09,261-Speed 140.25 samples/sec   Loss 23.8642   LearningRate 0.013906   Epoch: 6   Global Step: 61890   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:47:18,202-Speed 143.17 samples/sec   Loss 23.2156   LearningRate 0.013905   Epoch: 6   Global Step: 61900   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:47:27,412-Speed 138.99 samples/sec   Loss 24.2447   LearningRate 0.013904   Epoch: 6   Global Step: 61910   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:47:36,528-Speed 140.43 samples/sec   Loss 23.6861   LearningRate 0.013903   Epoch: 6   Global Step: 61920   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:47:45,795-Speed 138.13 samples/sec   Loss 23.5909   LearningRate 0.013902   Epoch: 6   Global Step: 61930   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:47:55,059-Speed 138.18 samples/sec   Loss 23.7933   LearningRate 0.013901   Epoch: 6   Global Step: 61940   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:48:04,173-Speed 140.45 samples/sec   Loss 23.6201   LearningRate 0.013900   Epoch: 6   Global Step: 61950   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:48:13,439-Speed 138.15 samples/sec   Loss 23.8135   LearningRate 0.013899   Epoch: 6   Global Step: 61960   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:48:22,706-Speed 138.14 samples/sec   Loss 23.4974   LearningRate 0.013898   Epoch: 6   Global Step: 61970   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:48:32,127-Speed 135.87 samples/sec   Loss 23.2927   LearningRate 0.013897   Epoch: 6   Global Step: 61980   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:48:40,970-Speed 144.76 samples/sec   Loss 23.4734   LearningRate 0.013896   Epoch: 6   Global Step: 61990   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:48:49,905-Speed 143.27 samples/sec   Loss 23.5749   LearningRate 0.013895   Epoch: 6   Global Step: 62000   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:48:58,710-Speed 145.38 samples/sec   Loss 23.8206   LearningRate 0.013894   Epoch: 6   Global Step: 62010   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:49:07,802-Speed 140.79 samples/sec   Loss 23.5196   LearningRate 0.013893   Epoch: 6   Global Step: 62020   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:49:16,980-Speed 140.30 samples/sec   Loss 23.5714   LearningRate 0.013892   Epoch: 6   Global Step: 62030   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:49:26,193-Speed 138.95 samples/sec   Loss 23.7375   LearningRate 0.013891   Epoch: 6   Global Step: 62040   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:49:35,345-Speed 139.86 samples/sec   Loss 23.8153   LearningRate 0.013890   Epoch: 6   Global Step: 62050   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:49:44,806-Speed 135.33 samples/sec   Loss 24.4421   LearningRate 0.013889   Epoch: 6   Global Step: 62060   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:49:54,226-Speed 135.88 samples/sec   Loss 23.5594   LearningRate 0.013888   Epoch: 6   Global Step: 62070   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:50:03,174-Speed 143.06 samples/sec   Loss 23.8972   LearningRate 0.013887   Epoch: 6   Global Step: 62080   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:50:12,206-Speed 141.73 samples/sec   Loss 23.4943   LearningRate 0.013886   Epoch: 6   Global Step: 62090   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:50:21,420-Speed 138.93 samples/sec   Loss 23.4256   LearningRate 0.013885   Epoch: 6   Global Step: 62100   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:50:30,393-Speed 142.68 samples/sec   Loss 23.7040   LearningRate 0.013884   Epoch: 6   Global Step: 62110   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:50:39,547-Speed 139.83 samples/sec   Loss 23.7563   LearningRate 0.013883   Epoch: 6   Global Step: 62120   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:50:48,719-Speed 139.57 samples/sec   Loss 23.2756   LearningRate 0.013882   Epoch: 6   Global Step: 62130   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:50:58,035-Speed 137.41 samples/sec   Loss 23.7091   LearningRate 0.013881   Epoch: 6   Global Step: 62140   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:51:07,073-Speed 141.63 samples/sec   Loss 23.6255   LearningRate 0.013880   Epoch: 6   Global Step: 62150   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:51:16,339-Speed 138.16 samples/sec   Loss 23.2543   LearningRate 0.013879   Epoch: 6   Global Step: 62160   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:51:25,706-Speed 136.66 samples/sec   Loss 24.2476   LearningRate 0.013878   Epoch: 6   Global Step: 62170   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:51:34,810-Speed 140.61 samples/sec   Loss 24.8093   LearningRate 0.013878   Epoch: 6   Global Step: 62180   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:51:43,713-Speed 143.77 samples/sec   Loss 23.5367   LearningRate 0.013877   Epoch: 6   Global Step: 62190   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:51:52,943-Speed 138.70 samples/sec   Loss 23.6275   LearningRate 0.013876   Epoch: 6   Global Step: 62200   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:52:02,266-Speed 137.32 samples/sec   Loss 23.6579   LearningRate 0.013875   Epoch: 6   Global Step: 62210   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:52:11,633-Speed 136.66 samples/sec   Loss 24.4817   LearningRate 0.013874   Epoch: 6   Global Step: 62220   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:52:21,040-Speed 136.07 samples/sec   Loss 23.7757   LearningRate 0.013873   Epoch: 6   Global Step: 62230   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:52:30,291-Speed 138.37 samples/sec   Loss 23.6351   LearningRate 0.013872   Epoch: 6   Global Step: 62240   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:52:39,596-Speed 137.57 samples/sec   Loss 23.3342   LearningRate 0.013871   Epoch: 6   Global Step: 62250   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-03-21 13:52:48,771-Speed 139.53 samples/sec   Loss 24.1416   LearningRate 0.013870   Epoch: 6   Global Step: 62260   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:52:58,189-Speed 135.91 samples/sec   Loss 24.4036   LearningRate 0.013869   Epoch: 6   Global Step: 62270   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:53:07,590-Speed 136.16 samples/sec   Loss 23.3843   LearningRate 0.013868   Epoch: 6   Global Step: 62280   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:53:16,826-Speed 138.60 samples/sec   Loss 23.4176   LearningRate 0.013867   Epoch: 6   Global Step: 62290   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:53:25,985-Speed 139.76 samples/sec   Loss 23.9078   LearningRate 0.013866   Epoch: 6   Global Step: 62300   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:53:35,448-Speed 135.28 samples/sec   Loss 23.3824   LearningRate 0.013865   Epoch: 6   Global Step: 62310   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:53:44,845-Speed 136.22 samples/sec   Loss 23.8752   LearningRate 0.013864   Epoch: 6   Global Step: 62320   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:53:53,995-Speed 139.90 samples/sec   Loss 24.0705   LearningRate 0.013863   Epoch: 6   Global Step: 62330   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:54:03,442-Speed 135.51 samples/sec   Loss 24.4243   LearningRate 0.013862   Epoch: 6   Global Step: 62340   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:54:12,967-Speed 134.40 samples/sec   Loss 23.3132   LearningRate 0.013861   Epoch: 6   Global Step: 62350   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:54:22,574-Speed 133.24 samples/sec   Loss 23.4286   LearningRate 0.013860   Epoch: 6   Global Step: 62360   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:54:32,041-Speed 135.21 samples/sec   Loss 23.9843   LearningRate 0.013859   Epoch: 6   Global Step: 62370   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:54:41,797-Speed 131.21 samples/sec   Loss 24.6667   LearningRate 0.013858   Epoch: 6   Global Step: 62380   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:54:51,328-Speed 134.30 samples/sec   Loss 23.7353   LearningRate 0.013857   Epoch: 6   Global Step: 62390   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:55:00,980-Speed 132.63 samples/sec   Loss 23.9700   LearningRate 0.013856   Epoch: 6   Global Step: 62400   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:55:10,345-Speed 136.68 samples/sec   Loss 24.0683   LearningRate 0.013855   Epoch: 6   Global Step: 62410   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:55:19,895-Speed 134.05 samples/sec   Loss 23.8029   LearningRate 0.013854   Epoch: 6   Global Step: 62420   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:55:29,807-Speed 129.13 samples/sec   Loss 23.7200   LearningRate 0.013853   Epoch: 6   Global Step: 62430   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:55:39,509-Speed 131.94 samples/sec   Loss 24.1919   LearningRate 0.013852   Epoch: 6   Global Step: 62440   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-03-21 13:55:48,825-Speed 137.42 samples/sec   Loss 23.8396   LearningRate 0.013851   Epoch: 6   Global Step: 62450   Fp16 Grad Scale: 32768   Required: 41 hours
